"ParcelID","Location","RM","BD","BA","34BA","HB","FP","Owned","NBC","Imp","Floor","Loc","Grade","Built","Price","Date","Area","Value","_Change","f0","Type","Nhood",
"24-4C","40 MAPLE ST","9","4","2","0","1","0","0.00%","1000","6","","False","6","2003","100","12/07/2017","3267","1096000","48.27","False","COLONIAL","1000",
"24-5","53 MAPLE ST","5","3","1","0","1","1","0.00%","1000","19","","False","3","1958","425000","12/18/2017","1372","680300","-5.21","False","RANCH","1000",
"24-6","53 MAPLE ST(R)","9","4","3","0","0","3","0.00%","1000","9","","False","4","1962","0","01/01/1969","2336","680100","0.12","False","CONTEMPORY","1000",
"24-7","47 MAPLE ST","5","3","1","1","0","1","0.00%","1000","19","","False","4","1979","0","05/24/2010","1747","767700","-7.26","False","RANCH","1000",
"24-8","55 MAPLE ST","9","2","2","0","1","1","0.00%","1000","6","","False","2","2014","100","05/09/2017","3494","1328500","21.51","False","COLONIAL","1000",
"25-1","97 TOPSFIELD ROAD","4","2","1","0","0","1","0.00%","1000","5","","False","4","1950","169000","05/01/1993","2250","763700","13.51","False","CAPE","1000",
"25-10","67 TOPSFIELD ROAD","8","4","2","0","2","2","0.00%","1000","6","","False","5","1976","285000","03/06/2012","3619","920000","18.8","False","COLONIAL","1000",
"25-11","61 TOPSFIELD ROAD","7","3","2","0","0","1","0.00%","1000","19","","False","4","1958","100","02/01/2006","1838","724400","-0.97","False","RANCH","1000",
"25-12","57 TOPSFIELD ROAD","9","3","1","0","1","2","0.00%","1000","18","","False","3","1961","535000","05/13/2019","2398","732900","-3.41","False","SPLIT ENT","1000",
"25-13","53 TOPSFIELD ROAD","8","5","4","0","0","3","0.00%","1000","6","","False","5","1962","0","09/21/2012","3522","969600","24.63","False","COLONIAL","1000",
"25-14","60 TOPSFIELD ROAD","6","3","2","0","0","1","0.00%","1000","19","","False","5","1954","1","03/04/2022","1892","784800","-2.36","False","RANCH","1000",
"25-15","64 TOPSFIELD ROAD","6","3","3","0","0","2","0.00%","1000","19","","False","5","1954","520000","05/31/2013","2774","803500","-2.52","False","RANCH","1000",
"25-16","66 TOPSFIELD ROAD","8","4","3","0","0","4","0.00%","1000","5","","False","5","1950","100","05/29/2020","2960","1038400","18.47","False","CAPE","1000",
"25-18","106 CEDAR STREET","7","3","2","0","0","2","0.00%","5010","19","","False","5","1997","81000","05/01/1996","2096","1034400","10.55","False","RANCH","5010",
"25-18A","112 CEDAR STREET","8","4","2","0","0","2","0.00%","5010","6","","False","4","1974","100","01/10/2013","2128","842900","26.33","False","COLONIAL","5010",
"25-18B","114 CEDAR STREET","8","3","2","0","1","1","0.00%","5010","1","","False","4","1697","539500","06/28/2012","2400","754600","16.99","False","ANTIQUE","5010",
"25-19","108 CEDAR STREET","6","3","2","0","0","2","0.00%","5010","5","","False","4","1948","580000","10/01/2019","1428","741100","10.91","False","CAPE","5010",
"25-1D","101 TOPSFIELD ROAD","7","3","2","0","0","1","0.00%","1000","19","","False","3","1951","467000","02/29/2016","1654","712900","-2.7","False","RANCH","1000",
"25-2","107 TOPSFIELD ROAD","4","1","1","0","1","1","0.00%","1000","19","","False","3","1954","365000","12/08/2017","840","630700","3.16","False","RANCH","1000",
"25-20","100 CEDAR STREET","9","4","1","0","3","2","0.00%","5010","6","","False","9","2014","1314000","05/09/2019","3757","1481500","8.33","False","COLONIAL","5010",
"25-21","90 CEDAR STREET","6","4","3","0","0","0","0.00%","5010","22","","False","5","1974","725000","10/22/2020","2407","852400","13.02","False","CONVENTONL","5010",
"25-21A","86 CEDAR STREET","8","3","2","0","0","1","0.00%","5010","9","","False","3","1983","590000","06/15/2016","1827","781900","3.81","False","CONTEMPORY","5010",
"25-23","84 CEDAR STREET","6","3","2","0","0","2","0.00%","5010","5","","False","4","1950","1","11/16/2021","1929","741700","20.17","False","CAPE","5010",
"25-24","82 CEDAR STREET","7","4","2","0","0","1","0.00%","5010","5","","False","3","1948","265000","07/30/1999","1908","671500","16.58","False","CAPE","5010",
"25-26","78 CEDAR STREET","5","2","2","0","0","0","0.00%","5010","5","","False","3","1940","605000","06/30/2021","1152","633300","1.36","False","CAPE","5010",
"25-27","1 LAUREL DRIVE","7","3","3","0","1","1","0.00%","2000","9","","False","8","1981","800000","10/20/2017","2769","1209900","-2.69","False","CONTEMPORY","2000",
"25-29","3 LAUREL DRIVE","8","4","2","0","1","1","0.00%","2000","6","","False","8","1984","1045000","11/16/2018","4786","1417100","17.1","False","COLONIAL","2000",
"25-3","113 TOPSFIELD ROAD","6","3","1","0","0","0","0.00%","1000","6","","False","3","1958","185000","12/01/1992","1320","653300","12.25","False","COLONIAL","1000",
"25-30","5 LAUREL DRIVE","9","3","4","0","2","3","0.00%","2000","9","","False","7","1984","1147900","11/29/2016","5410","1584300","18.78","False","CONTEMPORY","2000",
"25-31","99 CEDAR STREET","10","5","4","0","1","0","0.00%","5010","6","","False","9","2004","2050000","08/26/2004","5433","1837900","11.09","False","COLONIAL","5010",
"25-32","97 CEDAR STREET","11","5","4","0","1","2","0.00%","5010","6","","False","9","2004","1225000","11/07/2016","4447","1712200","38.1","False","COLONIAL","5010",
"25-33","91 CEDAR STREET","13","7","4","0","1","2","0.00%","5010","9","","False","9","1952","2150000","02/28/2003","5530","2101900","1.47","False","CONTEMPORY","5010",
"25-4","105 TOPSFIELD ROAD","4","2","1","0","1","1","0.00%","1000","5","","False","3","1952","715000","06/01/2022","1310","681900","44.32","False","CAPE","1000",
"25-5","93 TOPSFIELD ROAD","7","3","2","0","0","0","0.00%","1000","21","","False","6","1954","1","12/18/2019","2308","797400","8.74","False","SPLIT LEVL","1000",
"25-6","87 TOPSFIELD ROAD","7","3","2","0","1","1","0.00%","1000","6","","False","4","1965","540000","09/15/2004","1729","750900","13.53","False","COLONIAL","1000",
"25-7","79 TOPSFIELD ROAD","6","2","0","1","1","2","0.00%","1000","19","","False","3","1959","200000","06/01/1990","1407","686100","-4.0","False","RANCH","1000",
"25-8","77 TOPSFIELD ROAD","9","4","2","0","0","2","0.00%","1000","6","","False","3","1800","255000","12/01/1988","2460","689500","15.01","False","COLONIAL","1000",
"26-1","72 CEDAR STREET","6","2","2","0","0","1","0.00%","5010","5","","False","3","1940","1","04/05/2023","2828","737300","15.1","False","CAPE","5010",
"26-10","20 LAKE AVENUE","7","2","2","0","1","0","0.00%","3000","21","","False","3","1959","0","03/01/1960","2010","796700","12.46","False","SPLIT LEVL","3000",
"26-11","21 LAKE AVENUE","7","3","2","0","1","2","0.00%","3000","19","","False","3","1961","535000","12/06/2019","2419","730100","-1.52","False","RANCH","3000",
"26-12","23 LAKE AVENUE","6","3","2","0","0","1","0.00%","3000","19","","False","3","1960","425000","09/05/2007","2283","667900","-7.67","False","RANCH","3000",
"26-2","66 CEDAR STREET","6","3","2","0","0","2","0.00%","5010","5","","False","3","1940","0","02/01/1996","2053","788300","17.38","False","CAPE","5010",
"26-4","52 CEDAR STREET","9","4","2","0","1","2","0.00%","5010","5","","False","3","1940","767000","08/27/2003","2597","754000","15.52","False","CAPE","5010",
"26-5","27 CEDAR STREET","9","4","2","0","1","2","0.00%","5010","6","","False","6","1980","565000","02/14/2000","3264","1017400","13.28","False","COLONIAL","5010",
"26-7","25 FISKE ROAD","6","3","2","0","0","2","0.00%","3000","19","","False","4","1959","1160000","07/13/2023","2546","965700","3.88","False","RANCH","3000",
"26-8","23 FISKE ROAD","6","3","2","0","0","3","0.00%","3000","19","","False","4","1966","235000","12/01/1992","1764","882300","-0.33","False","RANCH","3000",
"26-9","22 LAKE AVENUE","6","3","2","0","0","2","0.00%","3000","19","","False","3","1960","422500","06/30/2017","1974","630900","-4.05","False","RANCH","3000",
"27-1","17 FISKE ROAD","7","3","2","0","0","2","0.00%","3000","5","","False","3","1963","465000","08/29/2008","2376","821800","9.28","False","CAPE","3000",
"27-11","19 LAKE AVENUE","8","4","2","0","0","2","0.00%","3000","5","","False","3","1955","1","07/16/2018","2242","866400","15.6","False","CAPE","3000",
"27-12","15 LAKE AVENUE","6","3","1","0","1","1","0.00%","3000","5","","False","3","1940","505000","01/26/2023","1486","714800","15.63","False","CAPE","3000",
"27-13","13 LAKE AVENUE","7","3","1","0","1","1","0.00%","3000","15","","False","3","1830","815000","06/07/2023","1763","754900","25.25","False","OLD STYLE","3000",
"27-14","11 LAKE AVENUE","6","3","1","0","1","1","0.00%","3000","19","","False","3","1934","350000","08/29/2011","1552","702900","-1.43","False","RANCH","3000",
"27-15A","7 LAKE AVENUE","6","3","2","0","0","0","0.00%","3000","15","","False","3","1899","1","05/03/2022","3008","882100","16.05","False","OLD STYLE","3000",
"27-15B","12 FISKE ROAD","7","4","2","0","0","2","0.00%","3000","5","","False","4","1975","850000","12/08/2021","2023","891600","16.85","False","CAPE","3000",
"27-16","3 LAKE AVENUE","6","3","1","0","0","0","0.00%","3000","15","","False","3","1910","1","03/16/2023","1362","681100","14.18","False","OLD STYLE","3000",
"27-17","61 MAIN ST","9","4","2","0","0","1","0.00%","3000","6","","False","6","1890","775000","11/30/2020","2893","999300","22.28","False","","3000",
"27-17","61 MAIN ST","9","4","2","0","0","1","0.00%","3000","6","","False","6","1890","775000","11/30/2020","2893","999300","22.28","False","COLONIAL","3000",
"27-19","6 LAKE AVENUE","6","3","2","0","1","1","0.00%","3000","6","","False","3","1950","170000","04/01/1993","2246","778600","18.15","False","COLONIAL","3000",
"27-2","15 FISKE ROAD","7","4","2","0","0","0","0.00%","3000","5","","False","3","1949","729000","12/15/2020","3170","885300","5.59","False","CAPE","3000",
"27-20","8 LAKE AVENUE","7","3","1","1","0","0","0.00%","3000","6","","False","3","1953","390000","10/01/2009","2040","825500","26.26","False","COLONIAL","3000",
"27-21","10 LAKE AVENUE","6","3","2","0","1","0","0.00%","3000","21","","False","3","2004","1","02/07/2008","2860","939100","10.21","False","SPLIT LEVL","3000",
"27-23","20 FISKE ROAD","11","5","3","0","0","2","0.00%","3000","21","","False","3","1958","755000","11/30/2021","1963","799300","7.55","False","SPLIT LEVL","3000",
"27-24","5 PATTI LANE","8","5","1","2","0","2","0.00%","3000","19","","False","3","1959","430000","10/23/2018","1966","869400","1.47","False","RANCH","3000",
"27-25","3 PATTI LANE","8","5","2","0","0","2","0.00%","3000","5","","False","3","1959","469000","06/21/2012","2022","862500","18.88","False","CAPE","3000",
"27-26","1 PATTI LANE","8","3","1","0","1","2","0.00%","3000","5","","False","3","1984","480000","02/16/2018","1903","801800","10.47","False","CAPE","3000",
"27-28","4 PATTI LANE","6","3","1","1","0","1","0.00%","3000","19","","False","3","1957","402500","06/01/2010","1382","753900","-3.64","False","RANCH","3000",
"27-29","6 PATTI LANE","6","3","1","1","0","1","0.00%","3000","19","","False","3","1959","100","12/04/2019","1616","702400","-1.45","False","RANCH","3000",
"27-30","22 FISKE ROAD","8","3","1","1","1","1","0.00%","3000","21","","False","3","1958","100","05/20/2020","1575","763200","6.32","False","SPLIT LEVL","3000",
"27-31A","81 MAIN ST","9","3","3","0","1","2","0.00%","3000","6","","False","10","2016","100","08/13/2020","3332","1784700","10.48","False","COLONIAL","3000",
"27-35","62 MAIN ST","9","5","3","0","1","2","0.00%","3000","15","","False","6","1900","594000","06/30/2016","2359","966800","12.64","False","OLD STYLE","3000",
"27-4","7 FISKE ROAD","8","4","2","0","1","1","0.00%","3000","6","","False","5","1949","770000","04/12/2019","2386","1042800","11.52","False","COLONIAL","3000",
"27-5","57 MAIN ST","5","2","1","0","1","1","0.00%","3000","5","","False","3","1941","1","01/20/2021","1662","810900","12.44","False","CAPE","3000",
"27-7","6 FISKE ROAD","6","3","2","0","0","1","0.00%","3000","5","","False","4","1940","174000","01/01/1988","2480","825500","14.76","False","CAPE","3000",
"27-8","10 FISKE ROAD","7","3","2","0","0","1","0.00%","3000","5","","False","3","1944","0","06/02/2010","1725","765900","15.09","False","CAPE","3000",
"27-9","14 FISKE ROAD","8","4","2","0","1","1","0.00%","3000","22","","False","5","2004","690000","08/21/2017","1956","966100","11.77","False","CONVENTONL","3000",
"28-10","97 LARCH ROW","22","9","7","0","0","5","0.00%","3010","101","","False","10","1927","2700000","03/03/2017","12287","3934700","16.41","False","","3010",
"28-10","97 LARCH ROW","22","9","7","0","0","5","0.00%","3010","101","","False","10","1927","2700000","03/03/2017","12287","3934700","16.41","False","ESTATE","3010",
"28-12","89 LARCH ROW","9","6","3","0","1","1","0.00%","3010","15","","False","4","1900","270000","07/15/1999","4612","1057600","65.61","False","CAPE","3010",
"28-12","89 LARCH ROW","9","6","3","0","1","1","0.00%","3010","15","","False","4","1900","270000","07/15/1999","4612","1057600","65.61","False","MULTI-CONV","3010",
"28-13","107 LARCH ROW","6","4","3","0","1","0","0.00%","3010","6","","False","9","2004","225000","07/01/1994","4382","1622300","20.46","False","COLONIAL","3010",
"28-14","87 LARCH ROW","8","3","3","0","1","1","0.00%","3010","6","","False","6","1983","1195000","11/12/2020","3488","1299300","22.37","False","COLONIAL","3010",
"28-16","100 LARCH ROW","6","2","1","0","1","2","0.00%","3010","1","","False","5","1835","275000","08/01/1995","1884","938900","25.44","False","ANTIQUE","3010",
"28-3","86 LARCH ROW","12","4","3","0","1","0","0.00%","3010","6","","False","10","1960","955000","04/03/2012","4876","1512600","15.32","False","COLONIAL","3010",
"28-4","90 LARCH ROW","13","5","4","0","1","1","0.00%","3010","6","","False","7","1950","915000","06/22/2000","4641","1358900","4.23","False","COLONIAL","3010",
"28-5B","118 LARCH ROW","9","5","4","0","1","3","0.00%","3010","6","","False","10","2013","2900000","03/23/2022","6176","2787700","23.39","False","COLONIAL","3010",
"28-6","112 LARCH ROW","12","4","2","0","2","2","0.00%","3010","6","","False","7","1910","1096000","06/07/2013","4008","1303200","5.33","False","COLONIAL","3010",
"28-7","103 LARCH ROW","5","3","2","0","0","0","0.00%","3010","22","","False","5","1927","10","06/17/2021","2343","952200","30.4","False","CONVENTONL","3010",
"28-8","101 LARCH ROW","10","4","2","0","1","2","0.00%","3010","6","","False","6","1960","1415000","06/28/2023","3202","1222800","19.37","False","COLONIAL","3010",
"28-9","99 LARCH ROW","7","4","4","0","1","1","0.00%","3010","9","","False","5","1960","430000","07/02/2010","2292","929600","26.79","False","CONTEMPORY","3010",
"29-1","137 LARCH ROW","8","3","2","0","1","2","0.00%","3010","19","","False","7","1952","762000","11/16/2016","2510","1060800","14.71","False","RANCH","3010",
"29-10","180 LARCH ROW","8","5","4","0","2","1","0.00%","3010","101","","False","-999","2020","1700000","01/18/2018","5928","3478500","8.76","False","ESTATE","3010",
"29-11","166 LARCH ROW","9","4","2","0","1","3","0.00%","3010","6","","False","7","1938","1030000","06/29/2016","3056","1322400","13.31","False","COLONIAL","3010",
"29-12","156 LARCH ROW","14","7","4","0","1","7","0.00%","3010","6","","False","8","1880","1625000","10/29/2021","6660","1611700","14.67","False","COLONIAL","3010",
"29-13","144 LARCH ROW","10","5","4","0","1","2","0.00%","3010","5","","False","7","1980","937500","03/03/2011","3458","1445900","9.46","False","CAPE","3010",
"29-14","135 LARCH ROW","11","4","3","0","2","2","0.00%","3010","6","","False","7","1985","1400000","07/01/2021","4742","1570200","8.6","False","COLONIAL","3010",
"29-15","114 LARCH ROW","10","5","3","0","2","1","0.00%","3010","101","","False","9","2000","2500000","04/08/2021","5434","2559500","12.99","False","ESTATE","3010",
"29-16","116 LARCH ROW","11","4","3","0","1","0","0.00%","3010","6","","False","10","2000","0","10/26/2012","4920","2174700","5.69","False","COLONIAL","3010",
"29-3","157 LARCH ROW","12","6","4","0","1","3","0.00%","3010","6","","False","5","1944","535000","02/01/1993","4622","1372800","6.11","False","COLONIAL","3010",
"29-5","177 LARCH ROW","8","4","2","0","1","1","0.00%","3010","6","","False","7","1920","613500","06/01/1995","2716","1162400","21.26","False","COLONIAL","3010",
"29-6","10 DODGES ROW","8","3","1","0","1","2","0.00%","6000","1","","False","3","1855","0","12/12/2016","3084","1067300","35.93","False","ANTIQUE","6000",
"29-8","14 DODGES ROW","9","4","2","0","1","2","0.00%","6000","1","","False","4","1850","815000","08/07/2018","3016","1052600","33.46","False","ANTIQUE","6000",
"29-9","200 LARCH ROW","9","3","3","0","1","2","0.00%","3010","9","","False","6","1973","1000000","08/01/2003","3522","1254200","8.09","False","CONTEMPORY","3010",
"30-1","45 DODGES ROW","13","5","4","0","1","3","0.00%","6000","6","","False","10","1990","10","06/24/2020","5050","2064500","31.9","False","COLONIAL","6000",
"30-10","9 GRAPEVINE RD","7","4","3","0","1","2","0.00%","6000","5","","False","5","1950","710000","09/20/2019","1729","972900","13.0","False","CAPE","6000",
"30-11","17 GRAPEVINE RD","13","7","4","0","1","4","0.00%","6000","6","","False","7","1900","1","05/04/2021","4986","1245300","34.69","False","","6000",
"30-11","17 GRAPEVINE RD","13","7","4","0","1","4","0.00%","6000","6","","False","7","1900","1","05/04/2021","4986","1245300","34.69","False","COLONIAL","6000",
"30-12","25 GRAPEVINE RD","10","4","1","1","1","1","0.00%","6000","6","","False","7","1900","1","09/12/2022","3199","1120000","40.21","False","COLONIAL","6000",
"30-13","31 GRAPEVINE RD","8","4","1","0","1","1","0.00%","6000","5","","False","4","1947","620000","09/13/2002","1899","952900","33.25","False","CAPE","6000",
"30-14","39 GRAPEVINE RD","7","4","2","0","1","1","0.00%","6000","5","","False","3","1950","48000","04/29/2002","3127","941900","32.59","False","CAPE","6000",
"30-18","41 GRAPEVINE RD","11","4","5","0","0","1","0.00%","6000","101","","False","10","2017","1","05/24/2023","7885","3727500","30.38","False","ESTATE","6000",
"30-18","41 GRAPEVINE RD","11","4","5","0","0","1","0.00%","6000","101","","False","10","2017","1","05/24/2023","7885","3727500","30.38","False","","6000",
"30-19","232 LARCH ROW","13","5","5","0","2","3","0.00%","3010","5","","False","7","1969","2595000","03/31/2021","5309","1681600","16.21","False","CAPE","3010",
"30-19","232 LARCH ROW","13","5","5","0","2","3","0.00%","3010","5","","False","7","1969","2595000","03/31/2021","5309","1681600","16.21","False","","3010",
"30-19","232 LARCH ROW","13","5","5","0","2","3","0.00%","3010","5","","False","7","1969","2595000","03/31/2021","5309","1681600","16.21","False","","3010",
"30-2","50 GRAPEVINE RD","6","3","2","0","0","2","0.00%","6000","9","","False","3","1973","350000","01/01/1992","2173","997700","20.6","False","CONTEMPORY","6000",
"30-21","12 GRAPEVINE RD","8","4","3","0","0","0","0.00%","6000","6","","False","5","1990","1150000","03/31/2006","3347","1174600","0.58","False","COLONIAL","6000",
"30-22","18 GRAPEVINE RD","8","4","2","0","2","3","0.00%","3010","6","","False","7","1997","240000","06/01/1995","5134","1584500","22.07","False","COLONIAL","3010",
"30-23","37 GRAPEVINE RD","10","3","5","0","0","2","0.00%","6000","9","","False","9","1997","1045000","06/23/2016","3432","1676700","8.46","False","CONTEMPORY","6000",
"30-4","11 DODGES ROW","12","5","3","0","1","7","0.00%","6000","6","","False","5","1830","900000","08/19/2016","3701","1144300","36.24","False","COLONIAL","6000",
"30-4","11 DODGES ROW","12","5","3","0","1","7","0.00%","6000","6","","False","5","1830","900000","08/19/2016","3701","1144300","36.24","False","","6000",
"30-7A","10 GRAPEVINE RD","9","4","2","0","1","1","0.00%","6000","5","","False","5","1961","1310000","06/15/2023","2663","1106100","15.46","False","CAPE","6000",
"30-8","16 GRAPEVINE RD","9","5","3","0","0","1","0.00%","6000","15","","False","7","1930","1400000","07/11/2022","3140","1340100","80.12","False","OLD STYLE","6000",
"30-8A","20 GRAPEVINE RD","10","4","2","0","1","2","0.00%","3010","6","","False","4","1985","100","11/07/2016","3120","1116500","15.0","False","COLONIAL","3010",
"30-9","216 LARCH ROW","5","3","1","0","1","0","0.00%","3010","5","","False","3","1954","173500","12/01/1990","1418","772000","15.97","False","CAPE","3010",
"31-10","12 RUBBLY ROAD","8","3","3","0","0","1","0.00%","3000","6","","False","4","1982","550000","06/29/2012","2985","960700","14.08","False","COLONIAL","3000",
"31-11","18 RUBBLY ROAD","6","2","2","0","0","1","0.00%","3000","5","","False","4","1982","725000","10/08/2020","1917","895200","12.45","False","CAPE","3000",
"31-12","4 DANES WAY","6","4","2","0","1","0","0.00%","5010","9","","False","4","1984","302500","07/01/1995","2828","880200","-4.31","False","CONTEMPORY","5010",
"31-13","6 DANES WAY","7","4","3","0","1","2","0.00%","5010","5","","False","4","1984","49000","07/01/1983","2946","919800","9.88","False","CAPE","5010",
"31-14","141 GRAPEVINE RD","9","4","2","0","1","1","0.00%","6000","6","","False","7","1994","0","11/01/1993","3809","1368700","49.1","False","COLONIAL","6000",
"31-2","2 DANES WAY","10","4","2","0","2","2","0.00%","5010","6","","False","5","1984","1","09/14/2011","4506","1183900","25.83","False","COLONIAL","5010",
"31-3","143 GRAPEVINE RD","15","5","4","0","2","6","0.00%","6000","101","","False","9","1870","2995000","08/29/2022","7361","2868200","21.75","False","ESTATE","6000",
"31-4","118 GRAPEVINE RD","4","2","2","0","0","1","0.00%","6000","5","","False","3","1947","491000","12/22/2015","1476","670200","16.7","False","CAPE","6000",
"31-5","116 GRAPEVINE RD","9","4","4","0","1","2","0.00%","6000","5","","False","7","1969","1350000","08/07/2006","6138","1598400","11.51","False","CAPE","6000",
"31-5A","108 GRAPEVINE RD","12","5","5","0","1","3","0.00%","6000","6","","False","9","2007","2150000","08/18/2021","8076","2154600","6.45","False","COLONIAL","6000",
"31-6","25 RUBBLY ROAD","10","5","1","3","1","3","0.00%","3000","6","","False","5","1929","825000","01/13/2016","3880","1245100","23.74","False","COLONIAL","3000",
"31-7","29 RUBBLY ROAD","10","3","3","0","1","2","0.00%","3000","9","","False","7","1977","100","04/13/2012","4727","1406700","4.49","False","CONTEMPORY","3000",
"31-8","24 RUBBLY ROAD","10","4","3","0","0","2","0.00%","3000","9","","False","4","1984","777000","07/31/2019","4057","1126800","7.23","False","CONTEMPORY","3000",
"31-9","6 RUBBLY ROAD","7","4","2","0","0","2","0.00%","3000","5","","False","3","1983","27500","04/01/1983","2268","945000","14.34","False","CAPE","3000",
"32-2","155 GRAPEVINE RD","6","4","2","0","1","1","0.00%","6000","9","","False","6","1978","100","03/30/2012","3644","1184000","20.33","False","CONTEMPORY","6000",
"32-3","157 GRAPEVINE RD","9","4","4","0","1","2","0.00%","6000","6","","False","7","2018","1140000","10/15/2020","4981","1562700","28.32","False","COLONIAL","6000",
"32-4","8 DANES WAY","9","4","2","0","1","2","0.00%","5010","5","","False","4","1984","1","07/16/2018","2816","993800","28.86","False","CAPE","5010",
"33-10","105 MAPLE ST","7","4","1","0","0","2","0.00%","1000","19","","False","3","1956","170000","11/01/1993","1554","661500","-3.77","False","RANCH","1000",
"33-11","103 MAPLE ST","8","4","2","0","1","1","0.00%","1000","5","","False","8","2017","1","12/28/2021","2983","1269600","3.59","False","CAPE","1000",
"33-12","16 BURLEY ST","7","3","2","0","1","0","0.00%","1000","18","","False","4","1973","1","08/01/1987","1895","765700","10.67","False","SPLIT ENT","1000",
"33-13","20 BURLEY ST","7","5","1","1","0","2","0.00%","1000","5","","False","4","1951","1","10/10/2023","1638","718900","12.64","False","CAPE","1000",
"33-14","26 BURLEY ST","7","3","1","0","0","1","0.00%","1000","5","","False","3","1934","0","04/01/1963","1684","549000","14.9","False","CAPE","1000",
"33-15","28 BURLEY ST","6","3","2","0","0","2","0.00%","1000","5","","False","4","1960","350000","02/16/2001","2079","781700","13.19","False","CAPE","1000",
"33-16","32 BURLEY ST","5","2","1","0","1","1","0.00%","1000","19","","False","3","1939","150000","06/01/1989","1095","605800","9.79","False","RANCH","1000",
"33-19A","66 BURLEY ST","5","2","2","0","0","0","0.00%","1000","22","","False","3","1975","0","04/06/1998","1728","596500","28.75","False","CONVENTONL","1000",
"33-2","117 MAPLE ST","5","2","1","0","1","1","0.00%","1000","5","","False","4","1960","370000","07/10/2020","1123","711600","15.22","False","CAPE","1000",
"33-23A","2 ORCHARD LANE","7","3","1","1","1","1","0.00%","1000","22","","False","3","1989","710000","03/18/2022","2207","760400","-1.9","False","CONVENTONL","1000",
"33-25","25 BURLEY ST","8","4","2","0","0","1","0.00%","1000","19","","False","4","1965","187500","12/30/1999","2563","730000","-5.77","False","RANCH","1000",
"33-25","25 BURLEY ST","8","4","2","0","0","1","0.00%","1000","19","","False","4","1965","187500","12/30/1999","2563","730000","-5.77","False","","1000",
"33-26","1 NATHANIEL CIRCLE","9","4","2","0","1","0","0.00%","5010","6","","False","4","2002","950000","05/16/2022","2856","936800","18.88","False","COLONIAL","5010",
"33-27","2 NATHANIEL CIRCLE","7","3","3","0","0","3","0.00%","5010","5","","False","4","2001","200000","03/09/2001","2679","945000","15.03","False","CAPE","5010",
"33-3","115 MAPLE ST","9","6","3","0","1","1","0.00%","1000","5","","False","4","1960","480000","08/13/2020","2448","825500","49.52","False","CAPE","1000",
"33-4","116 MAPLE ST","8","4","2","0","0","1","0.00%","1000","5","","False","3","1960","1","07/02/2021","1806","717800","11.1","False","CAPE","1000",
"33-5","3 BIRCH ROAD","6","3","2","0","1","2","0.00%","5010","18","","False","3","1969","1","12/06/2011","2896","769100","11.87","False","SPLIT ENT","5010",
"33-6","112 MAPLE ST","6","4","2","0","1","1","0.00%","1000","5","","False","6","1959","307500","11/12/2009","1638","891700","33.27","False","CAPE","1000",
"33-7","106 MAPLE ST","7","3","2","0","1","1","0.00%","1000","6","","False","4","1954","1","09/24/2021","3580","842100","16.76","False","COLONIAL","1000",
"33-9","107 MAPLE ST","7","2","1","0","0","1","0.00%","1000","1","","False","3","1840","131000","08/01/1985","1496","588200","6.73","False","ANTIQUE","1000",
"34-14","21 HILLTOP DRIVE","7","4","2","0","0","0","0.00%","2000","6","","False","4","1968","796000","08/06/2021","2096","840800","8.48","False","COLONIAL","2000",
"34-15","19 HILLTOP DRIVE","9","5","1","1","1","2","0.00%","2000","6","","False","4","1972","390000","01/30/2014","2496","859800","17.56","False","","2000",
"34-15","19 HILLTOP DRIVE","9","5","1","1","1","2","0.00%","2000","6","","False","4","1972","390000","01/30/2014","2496","859800","17.56","False","","2000",
"34-15","19 HILLTOP DRIVE","9","5","1","1","1","2","0.00%","2000","6","","False","4","1972","390000","01/30/2014","2496","859800","17.56","False","","2000",
"34-15","19 HILLTOP DRIVE","9","5","1","1","1","2","0.00%","2000","6","","False","4","1972","390000","01/30/2014","2496","859800","17.56","False","","2000",
"34-15","19 HILLTOP DRIVE","9","5","1","1","1","2","0.00%","2000","6","","False","4","1972","390000","01/30/2014","2496","859800","17.56","False","","2000",
"34-15","19 HILLTOP DRIVE","9","5","1","1","1","2","0.00%","2000","6","","False","4","1972","390000","01/30/2014","2496","859800","17.56","False","","3000",
"34-15","19 HILLTOP DRIVE","9","5","1","1","1","2","0.00%","2000","6","","False","4","1972","390000","01/30/2014","2496","859800","17.56","False","COLONIAL","2000",
"34-15","19 HILLTOP DRIVE","9","5","1","1","1","2","0.00%","2000","6","","False","4","1972","390000","01/30/2014","2496","859800","17.56","False","","2000",
"34-15","19 HILLTOP DRIVE","9","5","1","1","1","2","0.00%","2000","6","","False","4","1972","390000","01/30/2014","2496","859800","17.56","False","","2000",
"34-15","19 HILLTOP DRIVE","9","5","1","1","1","2","0.00%","2000","6","","False","4","1972","390000","01/30/2014","2496","859800","17.56","False","","2000",
"34-15","19 HILLTOP DRIVE","9","5","1","1","1","2","0.00%","2000","6","","False","4","1972","390000","01/30/2014","2496","859800","17.56","False","","2000",
"34-15","19 HILLTOP DRIVE","9","5","1","1","1","2","0.00%","2000","6","","False","4","1972","390000","01/30/2014","2496","859800","17.56","False","","2000",
"34-15","19 HILLTOP DRIVE","9","5","1","1","1","2","0.00%","2000","6","","False","4","1972","390000","01/30/2014","2496","859800","17.56","False","","2000",
"34-15","19 HILLTOP DRIVE","9","5","1","1","1","2","0.00%","2000","6","","False","4","1972","390000","01/30/2014","2496","859800","17.56","False","","2000",
