ParcelID,Location,RM,BD,BA,3/4BA,HB,FP,Owned,NBC,Imp,Floor,Loc,Grade,Built,Price,Date,Area,Value,% Change,Header,
13-41,24    ARBOR ST  ,9,3,3,0,0,2,0.00%,3000,15,,,C   ,1850,100,02/08/2022,2,96,737,400,9.41,Entry,
13-42,26    ARBOR ST  ,9,4,1,0,1,2,0.00%,3000,15,,,C   ,1880,1,03/16/2018,2,324,769,900,9.3,Entry,
13-45,7    SCHOOL STREET  ,8,4,3,0,0,1,0.00%,2000,5,,,C   ,1948,1,09/02/2015,2,218,715,200,8.45,Entry,
13-46,28    ARBOR ST  ,6,3,1,0,0,0,0.00%,3000,15,,,C   ,1860,1,11/30/2017,1,587,687,900,17.03,Entry,
13-47,32    ARBOR ST  ,10,4,2,0,0,0,0.00%,3000,15,,,C   ,1870,157,500,03/01/1990,1,873,741,500,18.66,Entry,
13-48,34    ARBOR ST  ,6,2,1,0,0,0,0.00%,3000,15,,,C   ,1885,0,05/19/2004,1,155,700,0,12.9,Entry,
13-49,36    ARBOR ST  ,6,3,1,0,0,1,0.00%,3000,2,,,C   ,1927,1,01/17/2023,1,42,647,200,10.65,Entry,
13-5,23    ARBOR ST  ,6,3,3,0,0,2,0.00%,3000,5,,,C   ,1957,609,0,02/06/2015,2,883,921,600,4.31,Entry,
13-51,40    ARBOR ST  ,6,3,2,0,0,1,0.00%,3000,19,,,C+  ,1950,378,200,04/26/2013,1,132,696,900,5.91,Entry,
13-52,4    BRUCE LANE  ,8,4,2,0,1,1,0.00%,2000,6,,,C+  ,1952,1,02/01/2005,2,901,886,400,23.56,Entry,
13-53,8    BRUCE LANE  ,6,3,1,0,1,2,0.00%,2000,6,,,C+  ,1950,1,10/16/2000,2,148,711,100,12.55,Entry,
13-54,10    BRUCE LANE  ,8,3,1,0,0,2,0.00%,2000,5,,,C+  ,1950,832,750,08/24/2021,2,262,851,700,6.24,Entry,
13-55,12    BRUCE LANE  ,7,3,2,0,0,2,0.00%,2000,5,,,C+  ,1950,430,0,11/01/2002,1,750,729,300,11,Entry,
13-56,14    BRUCE LANE  ,6,3,2,0,0,0,0.00%,2000,5,,,C+  ,1950,720,0,09/18/2020,1,656,791,500,-6.76,Entry,
13-57,18    BRUCE LANE  ,8,4,2,0,0,1,0.00%,2000,18,,,C+  ,1970,225,0,06/01/1994,2,146,760,100,14.96,Entry,
13-58,31    PERKINS STREET  ,4,2,1,0,1,1,0.00%,2000,15,,,C   ,1948,100,03/01/2011,1,576,641,200,0.85,Entry,
13-59,35    PERKINS STREET  ,7,4,2,0,0,1,0.00%,2000,5,,,C   ,1949,1,03/15/2016,2,30,702,500,7.27,Entry,
13-60,19    BRUCE LANE  ,8,3,2,0,1,1,0.00%,2000,5,,,C+  ,1951,615,0,09/24/2021,1,983,711,0,11.49,Entry,
13-61,15    BRUCE LANE  ,8,3,1,0,1,1,0.00%,2000,19,,,C+  ,1955,469,0,04/24/2013,1,863,761,200,-2.27,Entry,
13-62,13    BRUCE LANE  ,7,3,2,0,0,1,0.00%,2000,5,,,C+  ,1954,112,200,01/01/1985,2,160,720,100,11.56,Entry,
13-63,11    BRUCE LANE  ,6,4,2,0,0,1,0.00%,2000,5,,,C+  ,1951,833,0,12/19/2022,2,73,811,900,20.3,Entry,
13-64,9    BRUCE LANE  ,5,3,2,0,0,0,0.00%,2000,5,,,C+  ,1950,505,0,04/13/2018,1,480,693,500,10.1,Entry,
13-65,5    BRUCE LANE  ,6,3,1,0,0,1,0.00%,2000,19,,,C+  ,1950,240,0,10/01/1996,2,278,683,700,-5.25,Entry,
13-66,3    BRUCE LANE  ,6,3,2,0,0,1,0.00%,2000,5,,,C+  ,1950,459,0,05/02/2016,1,739,706,600,9.18,Entry,
13-67,44    ARBOR ST  ,8,3,1,0,0,1,0.00%,3000,5,,,C   ,1953,10,05/23/2019,2,248,717,500,14.6,Entry,
13-68,4    PORTER STREET  ,9,4,2,0,1,1,0.00%,5020,6,,,B+  ,1949,790,0,11/19/2018,3,481,1,42,100,10.76,Entry,
13-69,6    PORTER STREET  ,9,4,2,0,1,1,0.00%,5020,6,,,C+  ,2003,705,0,09/20/2013,2,668,876,700,9.93,Entry,
13-7,49    ARBOR ST  ,11,5,3,0,1,2,0.00%,3000,6,,,C+  ,1985,960,800,05/01/2006,3,700,1,154,700,18.54,Entry,
13-70,8    PORTER STREET  ,6,3,2,0,0,1,0.00%,5020,5,,,C   ,1943,78,0,09/01/1982,1,670,719,100,7.14,Entry,
13-71,10    PORTER STREET  ,9,3,2,0,1,1,0.00%,5020,5,,,B   ,1939,777,0,07/28/2017,2,876,994,200,13.03,Entry,
13-72,12    PORTER STREET  ,7,3,2,0,1,1,0.00%,5020,6,,,C+  ,1953,270,0,11/01/1995,2,785,830,700,7.39,Entry,
13-73,16    PORTER STREET  ,8,4,3,0,0,2,0.00%,5020,5,,,C+  ,1951,712,0,04/28/2017,2,201,946,900,9.91,Entry,
13-74,20    PORTER STREET  ,10,4,2,0,1,1,0.00%,5020,5,,,C   ,1945,560,0,08/06/2020,2,166,756,200,7.29,Entry,
13-75,21    PORTER STREET  ,7,3,1,0,0,1,0.00%,5020,5,,,C   ,1945,1,11/18/2021,1,496,714,800,8.25,Entry,
13-77,17    PORTER STREET  ,9,4,2,0,1,1,0.00%,5020,6,,,C   ,1950,631,0,08/22/2007,2,975,821,200,8.65,Entry,
13-78,15    PORTER STREET  ,8,4,2,0,0,1,0.00%,5020,5,,,C+  ,1946,1,11/02/2021,4,192,917,900,11.8,Entry,
13-79,11    PORTER STREET  ,8,3,2,0,1,2,0.00%,5020,6,,,C   ,1940,1,02/02/2023,2,885,794,500,8.17,Entry,
13-8,5    JUNIPER STREET  ,8,3,2,0,0,4,0.00%,5020,19,,,C   ,1942,0,07/09/2013,2,420,781,600,-1.47,Entry,
13-80,7    PORTER STREET  ,6,3,1,0,1,1,0.00%,5020,5,,,C   ,1936,175,0,10/01/1985,1,188,729,500,6.2,Entry,
13-81,5    PORTER STREET  ,10,4,2,0,0,1,0.00%,5020,6,,,C+  ,1960,190,0,09/01/1995,2,275,748,200,10.35,Entry,
13-83,56    ARBOR ST  ,8,4,3,0,1,2,0.00%,3000,5,,,C+  ,1989,378,750,10/30/1991,4,319,1,171,800,17.83,Entry,
13-84,60    ARBOR ST  ,7,4,2,0,1,1,0.00%,3000,6,,,C+  ,2012,1,12/15/2021,3,176,1,150,500,18.84,Entry,
13-87,3    FOSTER STREET  ,10,4,2,0,0,1,0.00%,5020,5,,,C   ,1960,0,06/19/2014,1,796,730,400,6.61,Entry,
13-88,5    FOSTER STREET  ,8,4,3,0,0,1,0.00%,5020,5,,,C   ,1950,520,0,09/17/2002,2,500,788,700,7.5,Entry,
13-89,7    FOSTER STREET  ,7,4,2,0,0,1,0.00%,5020,5,,,C   ,1952,535,0,06/11/2019,2,422,761,900,8.21,Entry,
13-9,9    JUNIPER STREET  ,7,3,1,2,0,2,0.00%,5020,19,,,C+  ,1950,250,0,09/01/1995,1,837,874,900,-6.84,Entry,
13-90,9    FOSTER STREET  ,7,3,1,0,1,2,0.00%,5020,6,,,B-  ,1962,240,500,09/01/1994,4,516,962,300,24.33,Entry,
13-91,11    FOSTER STREET  ,10,4,2,0,1,1,0.00%,5020,5,,,C   ,1954,1,10/22/2021,2,676,809,800,9.14,Entry,
13-92,17    FOSTER STREET  ,8,3,2,0,1,1,0.00%,5020,5,,,B-  ,1950,850,0,08/15/2019,2,589,944,100,6.92,Entry,
13-93,15    HOWARD STREET  ,7,3,1,2,0,1,0.00%,2000,5,,,C   ,1938,435,0,11/13/2017,1,872,712,700,24.19,Entry,
13-94,11    HOWARD STREET  ,8,4,2,0,0,2,0.00%,2000,6,,,C   ,1953,649,0,08/24/2018,2,222,791,500,4.53,Entry,
13-95,9    HOWARD STREET  ,7,3,1,0,1,1,0.00%,2000,6,,,C   ,1925,586,200,10/17/2019,1,663,719,900,7.62,Entry,
13-96,5    HOWARD STREET  ,7,3,1,0,1,1,0.00%,2000,5,,,C   ,1950,395,0,12/19/2003,1,554,682,0,5.54,Entry,
13-97,23    PORTER STREET  ,7,3,2,0,0,1,0.00%,5020,22,,,C   ,1920,525,0,01/02/2019,1,626,662,200,8.33,Entry,
13-98,25    PORTER STREET  ,6,3,2,0,0,1,0.00%,5020,15,,,C   ,1910,554,500,08/09/2019,1,952,726,600,10.66,Entry,
13-99,2    HOWARD STREET  ,5,1,1,0,0,1,0.00%,2000,5,,,C+  ,1967,200,0,10/05/2007,1,920,687,100,6.99,Entry,
14-1,208    MAIN ST  ,14,6,3,0,1,3,0.00%,3010,6,,,B-  ,1917,800,0,05/31/2012,4,256,1,181,200,21.31,Entry,
14-13,8    LINDEN STREET  ,0,0,0,0,0,0,0.00%,2000,15,,,B-  ,1926,575,0,07/31/2015,1,400,168,0,203.8,Entry,
14-14,6    LINDEN STREET  ,7,4,1,0,0,0,0.00%,2000,15,,,B-  ,1920,10,11/15/2002,1,496,530,600,26.76,Entry,
14-15,4    LINDEN STREET  ,10,5,1,0,1,2,0.00%,2000,1,,,B-  ,1860,105,0,07/19/2022,2,209,745,500,11.99,Entry,
14-19,214    MAIN ST  ,15,6,3,0,0,2,0.00%,3010,1,,,B-  ,1870,1,06/09/2023,5,9,1,558,400,29.47,Entry,
14-2,197    MAIN ST  ,10,5,3,0,1,2,0.00%,3010,1,,,B+  ,1890,1,05/07/2018,4,21,1,344,400,18.24,Entry,
14-22,8    WALNUT LANE  ,6,3,1,0,1,2,0.00%,6000,6,,,C+  ,1978,970,0,04/30/2021,2,979,1,15,300,17.43,Entry,
14-23,6    WALNUT LANE  ,8,4,2,0,1,2,0.00%,6000,6,,,C+  ,1950,0,06/13/1994,2,898,839,300,17.4,Entry,
14-24,4    WALNUT LANE  ,5,3,1,0,1,1,0.00%,6000,5,,,C   ,1950,800,0,06/30/2023,1,517,769,200,15.29,Entry,
14-26,1    WALNUT LANE  ,9,4,2,0,1,2,0.00%,6000,6,,,C+  ,1964,1,95,0,11/29/2022,2,726,930,600,15.4,Entry,
14-27,4    WALNUT RD  ,10,5,3,0,1,4,0.00%,6000,6,,,C   ,1938,580,0,09/25/2013,3,784,907,100,14.65,Entry,
14-29,8    WALNUT RD  ,10,4,1,0,0,1,0.00%,6000,15,,,B-  ,1900,910,0,07/26/2002,4,953,1,96,900,23.26,Entry,
14-30,10    WALNUT RD  ,7,3,2,0,0,1,0.00%,6000,9,,,C+  ,1934,1,02/05/2014,2,653,897,200,19.99,Entry,
14-31,16    WALNUT RD  ,10,4,3,0,1,3,0.00%,6000,6,,,B   ,1900,100,10/31/2017,4,646,1,438,900,16.35,Entry,
14-33,9    WALNUT RD  ,5,2,1,0,1,1,0.00%,6000,5,,,C+  ,1956,700,0,11/17/2023,1,134,763,900,27.47,Entry,
14-34,7    WALNUT RD  ,7,3,1,0,1,1,0.00%,6000,15,,,C   ,1900,10,09/13/2017,1,686,722,300,10.43,Entry,
14-35,4    CHESTNUT STREET  ,7,4,2,0,0,0,0.00%,2000,5,,,C   ,1950,100,10/30/2020,1,859,686,900,4.58,Entry,
14-36,6    CHESTNUT STREET  ,6,3,2,0,1,1,0.00%,2000,5,,,B+  ,1952,540,0,02/07/2020,1,502,831,200,30.43,Entry,
14-37,3    WALNUT RD  ,8,3,4,0,0,1,0.00%,6000,15,,,B-  ,1910,100,12/31/2014,2,874,973,500,22.19,Entry,
14-39,23    WALNUT RD  ,7,3,2,0,1,2,0.00%,6000,6,,,C+  ,1970,285,0,04/01/1996,2,486,1,35,200,23.83,Entry,
14-39A,15    WALNUT RD  ,8,4,1,0,1,2,0.00%,6000,6,,,C+  ,1970,1,10/04/2016,2,160,914,800,16.14,Entry,
14-4,205    MAIN ST  ,9,4,3,0,1,3,0.00%,3010,1,,,B   ,1840,10,10/18/2019,4,87,1,220,0,12.19,Entry,
14-7,9    LINDEN STREET  ,7,3,1,0,0,1,0.00%,2000,6,,,B-  ,1935,0,12/31/2012,1,536,784,300,10.7,Entry,
14-8,15    LINDEN STREET  ,10,4,2,0,1,2,0.00%,2000,6,,,B-  ,1926,0,03/01/1996,3,157,909,200,17.42,Entry,
15-10,25    MAYFLOWER DRIVE  ,9,4,4,0,0,1,0.00%,5010,21,,,C+  ,1967,100,10/10/2019,4,94,939,500,8.06,Entry,
15-11,29    MAYFLOWER DRIVE  ,9,4,2,0,1,0,0.00%,5010,6,,,C+  ,1997,339,0,12/19/1997,2,876,905,200,19.36,Entry,
15-12,23    MAYFLOWER DRIVE  ,7,3,2,0,1,2,0.00%,5010,21,,,C+  ,1974,475,0,05/31/2013,1,820,804,100,10.61,Entry,
15-13,19    MAYFLOWER DRIVE  ,6,3,2,0,1,2,0.00%,5010,21,,,C+  ,1967,263,500,08/01/1994,2,382,759,900,19.95,Entry,
15-15,21    PURITAN ROAD  ,7,3,2,0,1,1,0.00%,5010,21,,,C+  ,1969,775,0,06/29/2022,2,376,737,700,4.82,Entry,
15-16,201    TOPSFIELD ROAD  ,7,3,1,0,1,0,0.00%,1000,19,,,C   ,1955,0,11/13/1970,3,537,709,400,-2.18,Entry,
15-17,203    TOPSFIELD ROAD  ,7,3,1,0,1,1,0.00%,1000,19,,,C+  ,1956,469,0,10/31/2005,2,225,657,700,-5.34,Entry,
15-18,205    TOPSFIELD ROAD  ,5,2,2,0,0,1,0.00%,1000,5,,,C   ,1950,390,900,06/30/2004,2,146,639,400,10.45,Entry,
15-19,207    TOPSFIELD ROAD  ,4,2,2,0,0,0,0.00%,1000,5,,,C   ,1945,1,08/06/2021,2,166,635,400,12.12,Entry,
15-20,3    CONRAD CIRCLE  ,7,3,1,0,1,2,0.00%,5010,19,,,C+  ,1963,540,0,08/08/2016,2,484,709,0,-3.31,Entry,
15-21,5    CONRAD CIRCLE  ,8,4,2,0,1,1,0.00%,5010,21,,,C+  ,1962,213,500,11/01/1992,1,707,691,500,9.61,Entry,
15-22,7    CONRAD CIRCLE  ,7,3,1,0,1,2,0.00%,5010,6,,,C+  ,1963,529,0,08/24/2012,2,523,749,400,16.8,Entry,
15-23,9    CONRAD CIRCLE  ,7,3,1,0,1,1,0.00%,5010,6,,,C   ,1967,469,0,05/31/2013,2,623,741,800,19.51,Entry,
15-24,11    CONRAD CIRCLE  ,10,5,2,0,1,1,0.00%,5010,6,,,C   ,1967,240,0,08/01/1995,2,365,723,900,15.69,Entry,
15-25,13    CONRAD CIRCLE  ,8,5,2,0,1,1,0.00%,5010,21,,,C+  ,1965,579,400,04/03/2006,2,166,725,100,10.47,Entry,
15-26,15    CONRAD CIRCLE  ,7,3,2,0,1,1,0.00%,5010,6,,,B+  ,1965,565,0,06/30/2015,2,74,838,100,18.98,Entry,
15-27,17    CONRAD CIRCLE  ,8,4,2,0,0,1,0.00%,5010,5,,,C+  ,1961,500,0,08/23/2010,2,462,790,300,17.15,Entry,
15-28,219    TOPSFIELD ROAD  ,9,4,3,0,0,2,0.00%,1000,5,,,B-  ,1956,566,500,07/21/2015,2,505,866,300,17.05,Entry,
15-30,10    CONRAD CIRCLE  ,7,3,2,0,0,1,0.00%,5010,6,,,C   ,1965,750,0,04/04/2022,2,46,712,900,16.7,Entry,
15-31,8    CONRAD CIRCLE  ,5,3,1,0,1,2,0.00%,5010,18,,,C+  ,1964,380,0,04/30/2013,1,138,690,300,21.32,Entry,
15-32,2    CONRAD CIRCLE  ,8,4,2,0,0,2,0.00%,5010,21,,,C+  ,1963,601,0,07/31/2020,2,881,805,600,18.58,Entry,
15-33,206    TOPSFIELD ROAD  ,7,4,2,0,1,2,0.00%,1000,19,,,C+  ,1957,1,01/25/2016,2,801,777,200,-3.84,Entry,
15-5,32    MAYFLOWER DRIVE  ,8,4,3,0,0,2,0.00%,5010,21,,,C   ,1971,715,0,09/07/2021,2,440,709,400,8.12,Entry,
15-6,30    MAYFLOWER DRIVE  ,8,4,3,0,0,1,0.00%,5010,18,,,C   ,1970,10,06/30/2015,2,758,851,600,26.99,Entry,
15-7,28    MAYFLOWER DRIVE  ,10,5,2,0,1,1,0.00%,5010,21,,,C   ,1969,487,0,07/23/2014,2,664,763,600,8.68,Entry,
15-8,26    MAYFLOWER DRIVE  ,8,4,2,0,1,1,0.00%,5010,22,,,C   ,1968,600,0,01/05/2022,3,312,739,400,3.95,Entry,
15-9,24    MAYFLOWER DRIVE  ,10,5,2,0,1,2,0.00%,5010,6,,,C+  ,1968,345,0,05/01/1994,4,655,924,400,26.91,Entry,
16-1,36    MAYFLOWER DRIVE  ,8,4,2,0,1,2,0.00%,5010,18,,,C   ,1974,960,0,09/14/2023,2,606,852,300,8.98,Entry,
16-10,4    PURITAN ROAD  ,7,3,1,0,1,1,0.00%,5010,6,,,C+  ,1964,400,0,07/30/2009,1,716,733,800,20.26,Entry,
16-100,51    WM FAIRFIELD DR  ,10,4,3,0,1,3,0.00%,6500,6,,,B   ,1983,1,687,0,10/27/2021,5,356,1,687,900,6.03,Entry,
16-101,49    WM FAIRFIELD DR  ,9,6,4,0,1,0,0.00%,6500,6,,,B+  ,2003,1,900,0,05/16/2022,5,81,1,794,400,36.58,Entry,
16-102,47    WM FAIRFIELD DR  ,7,4,2,0,1,1,0.00%,6500,6,,,B   ,1983,1,275,0,06/30/2021,3,615,1,326,800,21.46,Entry,
16-103,45    WM FAIRFIELD DR  ,6,3,2,0,1,2,0.00%,6500,5,,,B   ,1984,660,0,01/16/2015,2,266,1,266,400,32.91,Entry,
16-104,43    WM FAIRFIELD DR  ,12,4,4,0,1,1,0.00%,6500,6,,,B   ,1984,100,12/30/2020,3,833,1,448,100,3.1,Entry,
16-105,41    WM FAIRFIELD DR  ,9,4,3,0,1,2,0.00%,6500,9,,,B   ,1984,1,04/20/2023,3,659,1,389,100,6.16,Entry,
16-106,42    WM FAIRFIELD DR  ,8,4,2,0,1,2,0.00%,6500,6,,,B   ,1982,530,0,11/01/1986,3,142,1,301,100,24.23,Entry,
16-107,44    WM FAIRFIELD DR  ,10,4,3,0,1,1,0.00%,6500,5,,,B   ,1983,655,0,08/19/2009,4,64,1,355,800,5.32,Entry,
16-108,46    WM FAIRFIELD DR  ,10,3,3,0,1,2,0.00%,6500,6,,,B   ,1984,1,12/07/2021,5,790,1,611,600,-7.82,Entry,
16-109,48    WM FAIRFIELD DR  ,10,4,2,0,1,1,0.00%,6500,6,,,B   ,1920,1,550,0,06/26/2023,2,820,1,377,600,9.17,Entry,
16-11,6    PURITAN ROAD  ,8,3,1,0,1,1,0.00%,5010,6,,,C   ,1964,290,0,12/09/1998,1,485,687,400,16.23,Entry,
16-110,50    WM FAIRFIELD DR  ,11,5,6,0,2,1,0.00%,6500,6,,,B+  ,2019,1,01/28/2020,5,196,2,78,400,2.86,Entry,
16-112,148    TOPSFIELD ROAD  ,9,4,3,0,1,2,0.00%,1000,6,,,B   ,1967,1,02/26/2002,2,928,1,107,800,13.05,Entry,
16-113,188    CHERRY ST  ,11,4,2,0,1,6,0.00%,3000,101,,,AA  ,1903,10,08/16/2022,4,389,2,304,500,7.73,Entry,
16-114,4    WM FAIRFIELD DR  ,8,5,4,0,1,2,0.00%,6500,6,,,B   ,1986,2,200,0,07/26/2023,6,208,1,894,700,20.85,Entry,
16-115,6    WM FAIRFIELD DR  ,9,5,2,1,1,1,0.00%,6500,1,,,B   ,1875,0,02/01/1997,4,370,1,398,600,33.73,Entry,
16-116,8    WM FAIRFIELD DR  ,9,4,2,0,1,3,0.00%,6500,5,,,B   ,1984,1,50,0,04/17/2007,3,576,1,413,900,22.59,Entry,
16-117,10    WM FAIRFIELD DR  ,9,4,3,0,1,3,0.00%,6500,6,,,B   ,1984,1,09/30/2021,4,107,1,482,300,7.64,Entry,
16-118,12    WM FAIRFIELD DR  ,10,4,2,0,1,4,0.00%,6500,6,,,B   ,1987,100,05/20/2019,4,843,1,544,100,7.4,Entry,
16-119,14    WM FAIRFIELD DR  ,10,4,3,0,1,2,0.00%,6500,9,,,B   ,1984,1,575,0,06/15/2022,4,221,1,547,500,27.18,Entry,
16-12,8    PURITAN ROAD  ,7,3,2,0,0,2,0.00%,5010,19,,,C   ,1960,212,500,07/01/1992,4,153,782,800,12.57,Entry,
16-120,11    WM FAIRFIELD DR  ,12,5,5,0,1,12,0.00%,6500,101,,,B   ,1912,1,925,0,11/30/2023,4,666,1,764,400,17.52,Entry,
16-121,7    WM FAIRFIELD DR  ,5,2,3,0,0,1,0.00%,6500,19,,,B   ,1983,570,0,10/08/2019,3,155,1,236,100,69.35,Entry,
16-122,1    VIRGINIA PLACE  ,10,4,3,0,2,2,0.00%,6500,5,,,B+  ,1992,2,123,602,06/22/2022,4,407,1,774,200,24.22,Entry,
16-122A,0    VIRGINIA PLACE  ,8,4,3,0,1,2,0.00%,6500,9,,,B+  ,2018,1,265,0,12/17/2018,3,978,1,593,500,11.62,Entry,
16-123,3    VIRGINIA PLACE  ,10,5,3,0,2,5,0.00%,6500,6,,,B+  ,1987,1,60,0,06/11/2019,5,266,1,647,900,32.65,Entry,
16-124,2    VIRGINIA PLACE  ,14,6,5,0,0,6,0.00%,6500,6,,,B+  ,1989,1,300,0,06/28/2001,6,562,1,897,100,4.4,Entry,
16-125,4    VIRGINIA PLACE  ,12,5,4,0,1,7,0.00%,6500,6,,,B+  ,1989,1,500,0,10/05/2020,7,962,2,2,200,22.7,Entry,
16-127,5    WM FAIRFIELD DR  ,9,4,2,0,1,2,0.00%,6500,6,,,B   ,1996,1,677,0,04/14/2022,4,92,1,498,500,32.75,Entry,
16-128,3    WM FAIRFIELD DR  ,10,4,5,0,0,0,0.00%,6500,6,,,B   ,1995,325,07/15/1999,7,140,1,986,600,-1.24,Entry,
16-13,10    PURITAN ROAD  ,7,3,1,0,1,2,0.00%,5010,21,,,C+  ,1958,753,0,11/30/2021,1,720,768,200,10.47,Entry,
16-14,12    PURITAN ROAD  ,10,4,2,0,1,2,0.00%,5010,6,,,C+  ,1959,530,0,06/02/2003,4,436,967,200,34.6,Entry,
16-15,14    PURITAN ROAD  ,11,5,3,0,1,4,0.00%,5010,21,,,C+  ,1967,1,12/16/2011,4,848,870,900,15.87,Entry,
16-16,16    PURITAN ROAD  ,9,4,2,0,1,2,0.00%,5010,21,,,C+  ,1960,880,0,09/08/2021,2,842,938,600,13.66,Entry,
16-17,18    PURITAN ROAD  ,9,4,2,0,0,2,0.00%,5010,21,,,C+  ,1962,535,0,03/29/2017,2,303,751,900,11.13,Entry,
16-18,20    PURITAN ROAD  ,7,3,2,0,1,2,0.00%,5010,19,,,C+  ,1971,550,0,01/12/2016,2,198,882,300,9.73,Entry,
16-19,22    PURITAN ROAD  ,8,3,2,0,0,1,0.00%,5010,21,,,C+  ,1964,800,0,07/07/2023,2,188,748,900,10.31,Entry,
16-2,38    MAYFLOWER DRIVE  ,8,3,2,0,0,0,0.00%,5010,22,,,C   ,1975,430,0,09/07/2018,2,163,672,600,7.94,Entry,
16-20,11    PURITAN ROAD  ,7,3,1,0,1,1,0.00%,5010,6,,,C+  ,1959,405,0,09/30/2014,1,755,710,800,20.39,Entry,
16-21,13    PURITAN ROAD  ,8,4,1,0,1,1,0.00%,5010,6,,,C+  ,1960,305,0,10/17/1997,2,871,802,300,27.11,Entry,
16-22,15    PURITAN ROAD  ,7,4,2,0,0,2,0.00%,5010,6,,,C+  ,1960,540,0,06/17/2005,2,248,736,900,19.28,Entry,
16-23,17    PURITAN ROAD  ,8,4,2,0,1,2,0.00%,5010,21,,,C+  ,1964,1,01/17/2013,1,548,694,0,8.23,Entry,
16-24,33    MAYFLOWER DRIVE  ,7,3,2,0,1,1,0.00%,5010,21,,,C   ,1972,617,0,08/14/2018,2,250,780,900,0.41,Entry,
16-25,31    MAYFLOWER DRIVE  ,8,4,2,0,1,2,0.00%,5010,21,,,C   ,1971,470,0,05/31/2013,3,172,743,600,7.21,Entry,
16-26,197    TOPSFIELD ROAD  ,7,3,1,0,1,0,0.00%,1000,19,,,C+  ,1956,281,500,01/02/2008,1,558,657,900,-4.98,Entry,
16-27,195    TOPSFIELD ROAD  ,8,3,2,1,0,1,0.00%,1000,19,,,C+  ,1956,595,0,08/28/2020,1,722,768,600,-6.69,Entry,
16-28,189    TOPSFIELD ROAD  ,6,3,2,0,0,1,0.00%,1000,5,,,C   ,1953,0,04/02/2014,1,638,634,300,11.79,Entry,
16-29,187    TOPSFIELD ROAD  ,6,4,2,0,0,1,0.00%,1000,5,,,B+  ,1950,600,0,09/16/2020,2,690,855,300,18.94,Entry,
16-3,40    MAYFLOWER DRIVE  ,6,3,2,0,0,0,0.00%,5010,18,,,C+  ,1974,483,0,01/05/2015,2,381,812,600,10.89,Entry,
16-30,185    TOPSFIELD ROAD  ,6,2,2,0,0,1,0.00%,1000,6,,,C   ,1935,375,0,08/14/2015,2,372,681,0,9.79,Entry,
16-31,181    TOPSFIELD ROAD  ,7,3,1,0,0,1,0.00%,1000,5,,,C   ,1955,0,04/01/1971,1,296,607,200,11.27,Entry,
16-32,19    MERIDIAN ROAD  ,12,5,3,0,0,2,0.00%,1000,6,,,C   ,1950,575,0,10/17/2019,2,944,779,0,13.97,Entry,
16-33,17    MERIDIAN ROAD  ,8,4,2,1,0,1,0.00%,1000,6,,,C   ,1955,396,0,05/31/2013,2,860,872,700,44.68,Entry,
16-34,15    MERIDIAN ROAD  ,6,3,1,0,0,1,0.00%,1000,19,,,C   ,1955,224,300,06/30/1999,1,332,577,900,-2.22,Entry,
16-35,13    MERIDIAN ROAD  ,8,4,2,0,0,1,0.00%,1000,5,,,C   ,1954,100,05/12/2022,1,543,615,0,15.04,Entry,
16-36,11    MERIDIAN ROAD  ,7,3,2,0,0,1,0.00%,1000,5,,,C   ,1955,730,0,04/05/2023,1,764,693,400,10.47,Entry,
16-37,9    MERIDIAN ROAD  ,7,3,2,0,0,2,0.00%,1000,19,,,C+  ,1955,0,12/13/2016,2,450,663,600,-1.15,Entry,
16-38,7    MERIDIAN ROAD  ,7,3,1,0,0,2,0.00%,1000,19,,,C+  ,1954,1,08/29/2005,1,652,706,100,-1.85,Entry,
16-39,5    MERIDIAN ROAD  ,8,5,1,0,1,1,0.00%,1000,5,,,C   ,1950,368,0,04/05/2013,2,208,619,700,10.76,Entry,
16-4,7    PURITAN ROAD  ,7,3,1,1,1,1,0.00%,5010,19,,,C   ,1959,375,0,02/04/2011,1,761,714,900,4.06,Entry,
16-40,3    MERIDIAN ROAD  ,7,3,2,0,0,1,0.00%,1000,5,,,C   ,1955,700,0,11/08/2021,1,829,764,800,9.68,Entry,
16-41,1    MERIDIAN ROAD  ,8,4,2,0,0,2,0.00%,1000,5,,,C   ,1955,785,0,05/05/2023,1,829,695,0,16.49,Entry,
16-42,169    TOPSFIELD ROAD  ,4,1,1,0,0,1,0.00%,1000,19,,,C+  ,1955,158,0,09/01/1986,912,612,400,7.76,Entry,
16-43,175    TOPSFIELD ROAD  ,5,3,2,0,0,2,0.00%,1000,19,,,C+  ,1955,205,0,02/08/2013,1,316,608,0,0.25,Entry,
16-44,10    MERIDIAN ROAD  ,6,3,1,0,1,1,0.00%,1000,19,,,C   ,1955,410,0,11/30/2015,1,729,661,300,-10.3,Entry,
16-45,8    MERIDIAN ROAD  ,7,3,2,0,0,1,0.00%,1000,5,,,C   ,1955,208,0,07/01/1994,2,336,639,400,13.13,Entry,
16-46,6    MERIDIAN ROAD  ,6,3,1,0,0,2,0.00%,1000,19,,,C+  ,1955,499,900,02/14/2020,1,316,650,500,-5.81,Entry,
16-47,4    MERIDIAN ROAD  ,6,2,1,0,0,2,0.00%,1000,5,,,C   ,1955,359,900,12/30/2016,1,584,601,800,13.31,Entry,
