ParcelID,Location,RM,BD,BA,3/4BA,HB,FP,Owned,NBC,Imp,Floor,Loc,Grade,Built,Price,Date,Area,Value,% Change,Header,
10-15,20    WM FAIRFIELD DR  ,12,5,3,0,1,2,0.00%,6500,5,,,B   ,1984,1,520,0,11/23/2022,3,908,1,451,700,13.2,Entry,
10-16,22    WM FAIRFIELD DR  ,9,5,3,0,1,1,0.00%,6500,9,,,B   ,1985,1,03/31/2023,3,670,1,316,600,7.71,Entry,
10-17,24    WM FAIRFIELD DR  ,7,4,3,0,0,3,0.00%,6500,6,,,B   ,1982,885,0,08/01/2005,4,229,1,396,400,25.62,Entry,
10-18,23    WM FAIRFIELD DR  ,8,4,2,0,1,1,0.00%,6500,6,,,B   ,1983,869,0,02/03/2017,2,401,1,304,200,33.61,Entry,
10-19,19    WM FAIRFIELD DR  ,9,5,3,0,2,2,0.00%,6500,9,,,B   ,1982,1,180,0,08/28/2017,4,519,1,478,0,10.04,Entry,
10-2,8    DANIELS ROAD  ,8,4,1,0,1,1,0.00%,2000,6,,,C+  ,1970,805,0,10/15/2020,3,391,895,0,4.59,Entry,
10-20,17    WM FAIRFIELD DR  ,8,4,1,2,1,2,0.00%,6500,5,,,B   ,1985,1,150,0,01/15/2021,3,288,1,366,300,25.51,Entry,
10-21,25    WM FAIRFIELD DR  ,11,4,3,0,1,4,0.00%,6500,6,,,B   ,1982,1,01/17/2020,3,785,1,492,900,-0.13,Entry,
10-23,39    WM FAIRFIELD DR  ,10,4,4,0,0,3,0.00%,6500,6,,,B   ,1982,1,160,0,12/15/2017,4,62,1,380,300,7.03,Entry,
10-24,37    WM FAIRFIELD DR  ,10,4,3,0,1,1,0.00%,6500,6,,,B   ,1983,1,03/24/2023,5,269,1,550,200,2.33,Entry,
10-25,2    SPEAKERS LANE  ,9,4,3,0,1,2,0.00%,6500,6,,,B-  ,1983,1,150,0,05/14/2021,3,662,1,269,100,11.75,Entry,
10-26,4    SPEAKERS LANE  ,8,4,2,0,1,2,0.00%,6500,6,,,B-  ,1983,1,495,0,01/30/2023,4,49,1,401,700,20.25,Entry,
10-27,3    SPEAKERS LANE  ,9,4,3,0,1,2,0.00%,6500,6,,,B-  ,1981,850,0,04/30/2015,4,635,1,453,500,20.56,Entry,
10-28,1    SPEAKERS LANE  ,9,4,2,0,1,2,0.00%,6500,6,,,B-  ,1984,1,250,0,09/02/2022,3,575,1,243,0,24.95,Entry,
10-29,33    WM FAIRFIELD DR  ,9,4,3,0,0,2,0.00%,6500,6,,,B   ,1986,949,0,01/15/2019,3,156,1,318,100,19.86,Entry,
10-3,10    DANIELS ROAD  ,8,4,2,0,1,1,0.00%,2000,6,,,C+  ,1966,1,08/19/2020,2,54,784,600,7.24,Entry,
10-30,31    WM FAIRFIELD DR  ,11,4,2,0,1,3,0.00%,6500,6,,,B   ,1985,10,10/31/2017,4,65,1,373,300,-1.39,Entry,
10-31,29    WM FAIRFIELD DR  ,9,4,3,0,1,2,0.00%,6500,9,,,B   ,1986,1,20,0,03/11/2016,4,394,1,499,100,-3.01,Entry,
10-32,27    WM FAIRFIELD DR  ,9,4,2,0,1,1,0.00%,6500,6,,,B   ,1985,533,0,12/01/1986,3,208,1,465,100,35.13,Entry,
10-33,26    WM FAIRFIELD DR  ,11,4,2,0,1,2,0.00%,6500,6,,,B   ,1985,0,12/02/1991,3,734,1,364,0,26.72,Entry,
10-34,28    WM FAIRFIELD DR  ,8,4,2,0,1,2,0.00%,6500,6,,,B   ,1986,1,01/05/2018,4,233,1,439,500,8.31,Entry,
10-35,30    WM FAIRFIELD DR  ,11,4,2,0,1,2,0.00%,6500,6,,,B   ,1985,1,60,0,06/17/2019,3,684,1,341,700,19.91,Entry,
10-36,34    WM FAIRFIELD DR  ,9,4,3,0,1,2,0.00%,6500,6,,,B   ,1981,728,0,08/31/2010,4,429,1,343,200,4.46,Entry,
10-37,36    WM FAIRFIELD DR  ,8,4,2,0,0,1,0.00%,6500,5,,,B   ,1983,0,06/01/1983,2,378,1,267,0,25.83,Entry,
10-38,38    WM FAIRFIELD DR  ,10,5,3,0,1,4,0.00%,6500,6,,,B   ,1987,1,08/28/2023,4,708,1,538,300,17.68,Entry,
10-39,40    WM FAIRFIELD DR  ,9,4,3,0,1,2,0.00%,6500,6,,,B   ,1984,510,0,02/01/1993,4,718,1,459,900,8.81,Entry,
10-4,12    DANIELS ROAD  ,7,4,2,0,0,1,0.00%,2000,18,,,C+  ,1963,0,06/16/1998,2,120,783,200,4.51,Entry,
10-5,14    DANIELS ROAD  ,10,4,2,0,1,1,0.00%,2000,6,,,C+  ,1979,605,0,05/03/2016,2,403,837,200,3.49,Entry,
10-6,16    DANIELS ROAD  ,8,4,1,0,1,1,0.00%,2000,6,,,C+  ,1966,710,0,07/02/2020,1,896,810,400,2.09,Entry,
10-7,20    MORGAN STREET  ,10,5,2,0,1,1,0.00%,6700,5,,,B   ,1972,0,01/13/2006,3,893,1,158,600,17.66,Entry,
10-8,18    MORGAN STREET  ,11,4,2,0,2,5,0.00%,6700,6,,,B-  ,1970,675,0,05/16/2012,4,108,1,90,400,14.03,Entry,
10-9,15    MORGAN STREET  ,10,5,3,0,1,2,0.00%,6700,5,,,B-  ,1969,895,0,06/15/2017,4,52,1,136,500,20.46,Entry,
11-1,13    MORGAN STREET  ,7,3,2,0,1,2,0.00%,6700,5,,,B-  ,1970,100,02/06/2015,3,767,1,59,0,10.24,Entry,
11-10,14    KIMBALL AVENUE  ,8,4,2,0,1,2,0.00%,6700,9,,,B-  ,1970,0,08/01/1966,4,178,1,27,500,13.27,Entry,
11-11,10    KIMBALL AVENUE  ,11,4,3,0,1,2,0.00%,6700,6,,,B-  ,1976,645,0,04/22/2016,3,176,984,300,11.64,Entry,
11-12,8    KIMBALL AVENUE  ,8,4,3,0,1,2,0.00%,6700,6,,,B   ,1966,1,02/28/2019,4,15,1,94,0,27.14,Entry,
11-13,7    KIMBALL AVENUE  ,10,5,2,0,1,2,0.00%,6700,6,,,B   ,1971,758,250,07/23/2013,3,246,1,49,800,12.15,Entry,
11-14,11    KIMBALL AVENUE  ,8,4,3,0,1,3,0.00%,6700,5,,,B-  ,1964,960,0,06/02/2021,3,144,1,99,900,16.31,Entry,
11-15,15    KIMBALL AVENUE  ,8,3,2,0,0,2,0.00%,6700,19,,,B-  ,1962,603,0,05/01/2006,2,204,923,0,7,Entry,
11-16,19    KIMBALL AVENUE  ,9,4,3,0,1,2,0.00%,6700,6,,,B-  ,1964,875,0,06/23/2016,3,617,1,48,0,16.29,Entry,
11-17A,13    WOODSIDE LANE  ,7,3,2,0,2,0,0.00%,1000,6,,,B-  ,2013,540,0,05/10/2013,2,180,951,500,13.05,Entry,
11-2,16    MORGAN STREET  ,9,4,2,0,0,2,0.00%,6700,6,,,B-  ,1969,1,02/17/2021,3,639,1,63,600,10.14,Entry,
11-20,1    DAMBROSIO WAY  ,6,3,2,0,0,1,0.00%,1000,5,,,C+  ,1989,650,0,10/13/2006,2,160,835,400,13.37,Entry,
11-21,7    WOODSIDE LANE  ,7,3,2,0,0,0,0.00%,1000,15,,,C   ,1900,249,0,10/27/2000,1,246,594,900,8.92,Entry,
11-22,6    WOODSIDE LANE  ,6,3,2,0,0,0,0.00%,1000,19,,,C+  ,1996,100,11/06/2007,2,106,855,900,-5.12,Entry,
11-3,14    MORGAN STREET  ,11,5,2,0,1,2,0.00%,6700,6,,,B-  ,1969,1,175,0,11/16/2021,3,864,1,117,0,2.95,Entry,
11-4,11    MORGAN STREET  ,8,4,2,0,1,1,0.00%,6700,5,,,B-  ,1967,600,0,06/30/2006,2,565,933,600,8.28,Entry,
11-5,12    MORGAN STREET  ,6,3,3,0,0,1,0.00%,6700,6,,,C   ,1978,690,0,01/22/2020,3,149,886,500,6.58,Entry,
11-7,20    KIMBALL AVENUE  ,9,4,2,0,1,2,0.00%,6700,6,,,B-  ,1967,100,03/23/2015,3,122,932,0,9.61,Entry,
11-8,18    KIMBALL AVENUE  ,9,4,2,0,1,2,0.00%,6700,18,,,B-  ,1972,1,195,0,10/11/2023,2,925,992,0,12.73,Entry,
11-9,16    KIMBALL AVENUE  ,9,4,2,0,1,2,0.00%,6700,18,,,B-  ,1972,200,0,05/02/2016,2,432,867,900,6.07,Entry,
12-1,11    PLEASANT STREET  ,5,3,2,0,0,0,0.00%,3000,15,,,C   ,1920,0,09/01/1972,1,660,718,600,10.13,Entry,
12-10,4    WOODSIDE LANE  ,8,4,2,0,1,1,0.00%,1000,6,,,C   ,1988,465,675,12/30/2011,2,604,846,600,16.07,Entry,
12-11,2    WOODSIDE LANE  ,8,3,2,0,1,1,0.00%,1000,6,,,C   ,2012,1,04/20/2023,2,240,861,100,-0.39,Entry,
12-14,52    PLEASANT STREET  ,7,3,1,0,0,1,0.00%,3000,19,,,C   ,1950,1,05/05/2023,1,654,838,100,3.8,Entry,
12-17,38    PLEASANT STREET  ,9,4,2,0,1,1,0.00%,3000,6,,,C+  ,1965,100,11/01/2019,2,434,942,300,21.6,Entry,
12-18,36    PLEASANT STREET  ,8,4,1,0,1,1,0.00%,3000,6,,,C+  ,1965,0,06/01/1971,2,457,896,300,16.9,Entry,
12-19,32    PLEASANT STREET  ,9,4,2,0,1,2,0.00%,3000,6,,,C   ,1965,625,0,11/18/2020,2,281,872,0,14.66,Entry,
12-2,15    PLEASANT STREET  ,9,4,2,0,1,2,0.00%,3000,6,,,B   ,1990,1,07/25/2013,3,661,1,158,400,14.97,Entry,
12-20,30    PLEASANT STREET  ,7,4,1,0,1,1,0.00%,3000,6,,,C   ,1992,10,01/07/2021,3,510,977,0,14.42,Entry,
12-21,26    PLEASANT STREET  ,9,5,3,0,1,1,0.00%,3000,1,,,C   ,1656,100,02/27/2018,3,322,923,600,14.1,Entry,
12-22,16    PLEASANT STREET  ,9,4,2,0,1,0,0.00%,3000,15,,,C   ,1900,1,04/13/2023,1,192,870,300,20.44,Entry,
12-23,12    PLEASANT STREET  ,7,4,2,0,0,0,0.00%,3000,5,,,C   ,1945,1,09/29/2020,1,696,776,800,10.78,Entry,
12-24,10    PLEASANT STREET  ,7,2,1,0,1,0,0.00%,3000,6,,,C   ,1909,447,500,06/28/2017,1,562,810,500,20.22,Entry,
12-26,17    JUNIPER STREET  ,8,4,3,0,0,1,0.00%,5020,19,,,C   ,1951,0,09/13/2006,2,589,805,700,-4.88,Entry,
12-27,16    JUNIPER STREET  ,8,4,3,0,0,1,0.00%,5020,5,,,C   ,1952,550,0,08/15/2007,3,6,893,300,13.55,Entry,
12-29,15 R    JUNIPER STREET  ,7,5,1,0,1,1,0.00%,5020,19,,,C+  ,1978,99,04/01/2008,3,699,1,59,100,3.79,Entry,
12-3,17    PLEASANT STREET  ,8,4,3,0,0,2,0.00%,3000,6,,,B-  ,1950,575,0,01/23/2012,3,378,925,800,15.45,Entry,
12-30,2    REMINGTON ROAD  ,12,3,2,0,1,1,0.00%,3000,6,,,C+  ,1985,640,0,07/02/2007,3,18,951,800,12.13,Entry,
12-4,27    PLEASANT STREET  ,5,2,1,0,1,1,0.00%,3000,19,,,C   ,1953,1,03/06/2023,1,674,738,200,-1.72,Entry,
12-5,29    PLEASANT STREET  ,6,3,1,0,0,0,0.00%,3000,22,,,C+  ,1850,483,0,12/17/2007,2,544,908,900,23.59,Entry,
12-6,41    PLEASANT STREET  ,7,3,2,0,1,1,0.00%,3000,6,,,C   ,1959,601,0,06/29/2009,2,468,931,300,9.62,Entry,
12-6A,43    PLEASANT STREET  ,9,4,2,0,1,1,0.00%,3000,6,,,C+  ,2007,699,900,06/13/2018,4,596,1,60,300,22.62,Entry,
12-7,49    PLEASANT STREET  ,8,4,2,0,1,1,0.00%,3000,6,,,C   ,1983,265,0,05/01/1987,1,620,907,200,12.53,Entry,
12-7A,51    PLEASANT STREET  ,8,4,2,0,1,1,0.00%,3000,6,,,C   ,1983,247,500,03/28/1997,2,52,873,400,12.84,Entry,
12-7B,53    PLEASANT STREET  ,8,4,2,0,1,1,0.00%,3000,6,,,C   ,1984,432,0,03/26/2001,2,223,901,700,13.91,Entry,
12-7C,55    PLEASANT STREET  ,8,4,2,0,1,1,0.00%,3000,6,,,C   ,1984,160,0,11/01/1984,2,52,875,600,13.38,Entry,
12-8,75    PLEASANT STREET  ,5,3,2,0,1,2,0.00%,3000,19,,,C   ,1949,1,01/26/2010,2,84,736,200,1.91,Entry,
12-9,77R    PLEASANT STREET  ,6,3,1,0,1,2,0.00%,3000,19,,,C+  ,1955,1,01/26/2010,1,286,813,700,2.97,Entry,
13-1,12    EDDEL AVENUE  ,4,2,1,0,0,0,0.00%,2000,5,,,D   ,1949,500,0,09/09/2022,1,326,573,300,-17.43,Entry,
13-10,15    JUNIPER STREET  ,7,3,2,0,0,1,0.00%,5020,5,,,C   ,1952,390,0,03/29/2002,1,876,765,100,6.18,Entry,
13-100,4    HOWARD STREET  ,7,3,1,0,1,1,0.00%,2000,5,,,C   ,1967,649,900,01/20/2022,1,428,647,800,9.5,Entry,
13-101,6    HOWARD STREET  ,6,4,1,0,1,0,0.00%,2000,5,,,C   ,1950,500,0,04/24/2018,1,326,682,200,9.94,Entry,
13-102,8    HOWARD STREET  ,6,3,1,0,1,0,0.00%,2000,5,,,C   ,1941,0,01/01/1954,1,385,634,500,28.18,Entry,
13-103,10    HOWARD STREET  ,5,2,1,0,0,1,0.00%,2000,19,,,C   ,1952,1,06/01/2021,934,611,0,-2.49,Entry,
13-104,14    HOWARD STREET  ,7,3,1,0,2,0,0.00%,2000,15,,,C   ,1920,1,07/10/2023,1,988,709,400,5.38,Entry,
13-105,1    STANTON STREET  ,8,4,2,0,0,1,0.00%,2000,6,,,C+  ,1950,1,11/29/2002,2,493,794,0,20.03,Entry,
13-106,3    STANTON STREET  ,6,3,1,0,1,1,0.00%,2000,19,,,C   ,1955,420,0,09/29/2011,1,945,645,100,-2.93,Entry,
13-107,5    STANTON STREET  ,6,3,2,0,0,1,0.00%,2000,5,,,C   ,1965,1,01/14/2022,1,638,664,600,8.61,Entry,
13-108,2    STANTON STREET  ,8,3,2,0,0,1,0.00%,2000,5,,,C   ,1946,0,11/01/1972,1,624,671,300,11.16,Entry,
13-109,4    STANTON STREET  ,7,3,2,0,1,1,0.00%,2000,5,,,C+  ,1956,685,0,09/15/2017,2,176,870,400,10.18,Entry,
13-11,14    JUNIPER STREET  ,7,4,2,0,0,1,0.00%,5020,5,,,C   ,1952,565,0,06/26/2003,2,133,746,400,8.1,Entry,
13-110,29    PORTER STREET  ,7,4,1,0,1,1,0.00%,5020,6,,,C   ,1930,0,07/01/1972,1,665,692,500,8.54,Entry,
13-111,37    PORTER STREET  ,9,5,2,0,0,2,0.00%,5020,15,,,C   ,1929,112,800,08/01/1981,2,553,758,500,8.84,Entry,
13-112,33    PORTER STREET  ,9,4,1,0,1,2,0.00%,5020,6,,,C   ,1930,285,0,04/01/1996,2,603,774,800,9.64,Entry,
13-112A,10    STANTON STREET  ,9,3,2,0,0,1,0.00%,2000,5,,,C   ,1977,1,05/19/2004,2,247,803,600,2.83,Entry,
13-113,7    STANTON STREET  ,5,2,2,0,0,1,0.00%,2000,19,,,C   ,1955,350,0,11/05/2012,1,748,701,500,-5.85,Entry,
13-114,1    LOIS STREET  ,5,3,0,0,0,0,0.00%,2000,5,,,C-  ,1947,99,12/26/2012,752,319,300,516.41,Entry,
13-115,15    STANTON STREET  ,8,4,1,0,2,2,0.00%,2000,19,,,C   ,1956,555,0,02/17/2006,3,320,850,800,-6.4,Entry,
13-116,39    PORTER STREET  ,6,2,2,0,0,2,0.00%,5020,5,,,C   ,1951,0,06/12/2020,2,122,720,300,7.33,Entry,
13-117,41    PORTER STREET  ,7,3,1,1,0,1,0.00%,5020,15,,,C   ,1910,1,10/10/2019,1,502,680,800,9.9,Entry,
13-118,45    PORTER STREET  ,6,3,1,0,0,0,0.00%,5020,15,,,C   ,1905,163,0,09/01/1994,1,543,607,800,12.16,Entry,
13-119,49    PORTER STREET  ,7,3,2,0,1,0,0.00%,5020,6,,,C+  ,2016,800,0,10/26/2016,2,475,1,12,900,10.28,Entry,
13-12,12    JUNIPER STREET  ,6,4,2,0,0,1,0.00%,5020,5,,,C   ,1953,100,08/04/2020,1,584,732,100,9.33,Entry,
13-120,44    PORTER STREET  ,6,3,1,0,1,0,0.00%,5020,15,,,C   ,1900,1,08/25/2005,1,730,689,600,3.2,Entry,
13-121,38    PORTER STREET  ,9,3,1,0,1,3,0.00%,5020,6,,,C   ,1968,1,12/29/2006,2,946,810,500,8.37,Entry,
13-122,34    PORTER STREET  ,6,4,1,0,1,1,0.00%,5020,5,,,C   ,1950,442,500,12/11/2003,1,110,792,800,11.3,Entry,
13-123,30    PORTER STREET  ,7,3,2,0,0,1,0.00%,5020,5,,,C   ,1950,0,06/01/1978,1,838,808,700,7.93,Entry,
13-124,28    PORTER STREET  ,7,4,2,0,0,0,0.00%,5020,15,,,C   ,1900,660,0,03/10/2023,1,574,674,300,-2.08,Entry,
13-125,40    PERKINS STREET  ,9,4,2,0,0,0,0.00%,2000,6,,,C   ,1920,514,0,10/02/2015,2,529,750,800,4.7,Entry,
13-126,36    PERKINS STREET  ,7,3,1,0,1,1,0.00%,2000,6,,,C   ,1962,417,500,08/04/2008,1,792,696,800,4.51,Entry,
13-127,32    PERKINS STREET  ,8,3,3,0,0,2,0.00%,2000,5,,,B-  ,1954,685,0,09/16/2016,2,767,919,100,8.7,Entry,
13-128,28    PERKINS STREET  ,8,5,3,0,0,0,0.00%,2000,15,,,C+  ,1810,1,11/14/2012,4,149,937,400,16.17,Entry,
13-129,24    PERKINS STREET  ,7,3,2,0,0,3,0.00%,2000,5,,,C   ,1800,0,07/03/2014,2,362,751,600,5.03,Entry,
13-13,6    JUNIPER STREET  ,7,3,2,0,1,2,0.00%,5020,19,,,C+  ,1955,0,12/30/2010,1,710,727,800,-3.28,Entry,
13-130,22    PERKINS STREET  ,8,4,1,0,1,1,0.00%,2000,6,,,C   ,1953,475,0,03/23/2007,1,745,712,0,4.89,Entry,
13-131,20    PERKINS STREET  ,8,4,1,0,1,1,0.00%,2000,6,,,C   ,1913,454,0,08/02/2001,1,866,726,200,4.4,Entry,
13-132,18    PERKINS STREET  ,6,3,1,1,0,0,0.00%,2000,22,,,D   ,1981,630,0,08/30/2022,1,429,587,0,-18.98,Entry,
13-133,16    PERKINS STREET  ,8,4,2,0,0,0,0.00%,2000,2,,,C+  ,1900,552,100,07/17/2007,2,96,810,400,5.87,Entry,
13-134,10    PERKINS STREET  ,6,3,2,0,0,1,0.00%,2000,19,,,C+  ,1959,575,0,05/20/2011,2,118,815,900,-8.09,Entry,
13-135,169    MAIN ST  ,11,6,2,0,0,0,0.00%,3010,15,,,C+  ,1841,700,0,10/28/2021,3,314,951,100,22.06,Entry,
13-136,175    MAIN ST  ,10,4,2,0,1,6,0.00%,3010,1,,,C+  ,1764,1,04/28/2008,3,710,1,89,200,17.97,Entry,
13-137,179    MAIN ST  ,6,3,1,0,0,0,0.00%,3010,1,,,C   ,1860,406,0,07/28/2021,1,256,580,200,46.4,Entry,
13-139,187    MAIN ST  ,9,4,2,0,2,2,0.00%,3010,15,,,B-  ,1886,740,0,12/08/2004,2,955,988,800,12.56,Entry,
13-14,4    JUNIPER STREET  ,8,3,3,0,0,1,0.00%,5020,5,,,C   ,1950,1,07/17/2015,4,77,845,200,16.37,Entry,
13-140,191    MAIN ST  ,12,5,3,0,0,3,0.00%,3010,1,,,B   ,1890,425,0,08/01/1995,3,650,1,203,300,16.76,Entry,
13-141,195    MAIN ST  ,6,3,1,0,0,2,0.00%,3010,1,,,C+  ,1840,649,0,10/24/2016,2,39,794,200,10.94,Entry,
13-142,58    ARBOR ST  ,9,5,3,0,1,0,0.00%,3000,6,,,C+  ,1998,950,0,01/14/2014,3,739,1,248,0,5.42,Entry,
13-143,185    MAIN ST  ,10,4,3,0,0,4,0.00%,3010,1,,,C+  ,1680,446,0,06/10/2015,3,75,942,600,7.37,Entry,
13-15,63    ARBOR ST  ,8,4,2,0,1,1,0.00%,3000,6,,,C+  ,1970,0,02/01/1968,2,665,919,100,18.47,Entry,
13-16,2    JUNIPER STREET  ,7,3,1,1,0,1,0.00%,5020,5,,,C   ,1950,682,0,08/12/2022,1,681,667,0,-1.55,Entry,
13-17,55    ARBOR ST  ,8,4,3,0,0,2,0.00%,3000,9,,,C+  ,1953,565,0,02/25/2010,3,60,960,200,4.53,Entry,
13-2,10R    EDDEL AVENUE  ,8,3,3,0,1,1,0.00%,2000,5,,,B   ,1955,1,250,0,04/12/2022,3,231,1,123,500,29.45,Entry,
13-20,27    ARBOR ST  ,7,3,3,0,0,1,0.00%,3000,15,,,C+  ,1900,900,0,06/29/2022,2,25,860,900,14.24,Entry,
13-21,6    EDDEL AVENUE  ,6,3,1,0,1,2,0.00%,2000,5,,,C+  ,1948,817,0,11/09/2022,1,989,730,200,6.57,Entry,
13-22,7    EDDEL AVENUE  ,6,3,1,0,0,1,0.00%,2000,19,,,C   ,1968,222,0,08/01/1996,1,473,636,500,-9.67,Entry,
13-23,5    EDDEL AVENUE  ,5,3,1,0,0,1,0.00%,2000,19,,,C   ,1953,475,0,07/26/2023,1,59,591,600,-7.32,Entry,
13-24,4    EDDEL AVENUE  ,3,4,2,0,0,1,0.00%,2000,5,,,C+  ,1948,777,0,06/30/2021,2,447,837,600,10.04,Entry,
13-25,19    ARBOR ST  ,7,3,2,0,1,0,0.00%,3000,15,,,C   ,1840,0,06/13/2018,2,193,812,600,10.74,Entry,
13-26,17    ARBOR ST  ,6,2,1,0,1,1,0.00%,3000,22,,,C   ,1994,910,0,08/31/2021,2,421,884,100,10.21,Entry,
13-27,16    ARBOR ST  ,8,4,1,0,1,0,0.00%,3000,22,,,C   ,1880,219,0,06/01/1986,1,792,740,800,8.83,Entry,
13-28,8    ELLIS AVENUE  ,7,2,1,0,1,1,0.00%,3000,19,,,C+  ,1955,385,0,07/27/2015,1,447,724,700,-1.67,Entry,
13-29,7    ELLIS AVENUE  ,4,2,1,0,0,2,0.00%,3000,5,,,C   ,1938,219,0,09/01/1986,1,512,720,300,17.35,Entry,
13-3,10    EDDEL AVENUE  ,6,3,2,0,0,0,0.00%,2000,6,,,C   ,1944,0,12/01/1997,1,293,702,900,5.78,Entry,
13-30,7    PERKINS STREET  ,6,3,1,0,1,0,0.00%,2000,5,,,C   ,1950,0,10/31/2012,1,344,661,400,5.23,Entry,
13-31,9    PERKINS STREET  ,9,3,2,0,0,1,0.00%,2000,6,,,C   ,1949,0,02/01/1996,2,163,779,0,6.68,Entry,
13-32,13    PERKINS STREET  ,7,3,1,0,1,1,0.00%,2000,15,,,C   ,1830,450,0,06/15/2021,1,645,726,200,2.61,Entry,
13-33,17    PERKINS STREET  ,6,3,1,0,1,1,0.00%,2000,5,,,C   ,1950,0,12/13/2016,1,862,767,400,3.15,Entry,
13-34,19    PERKINS STREET  ,6,2,2,0,1,1,0.00%,2000,5,,,C+  ,1952,1,01/19/2018,1,64,749,0,6.57,Entry,
13-35,3    ELLIS AVENUE  ,7,4,1,0,1,1,0.00%,3000,6,,,C   ,1947,0,09/01/2017,2,769,820,700,14.8,Entry,
13-36,5    ELLIS AVENUE  ,7,5,1,0,0,1,0.00%,3000,5,,,C   ,1945,156,0,10/01/1992,1,224,673,700,15.3,Entry,
13-37,6    ELLIS AVENUE  ,6,4,1,2,0,1,0.00%,3000,5,,,C   ,1945,870,0,08/26/2022,1,569,865,500,36.62,Entry,
13-39,22    ARBOR ST  ,6,3,2,0,0,0,0.00%,3000,15,,,C   ,1860,1,09/30/2020,1,790,707,900,7.01,Entry,
13-4,21    ARBOR ST  ,9,4,2,0,1,2,0.00%,3000,6,,,C   ,1850,700,0,09/08/2017,2,760,1,58,200,18.93,Entry,
13-40,4    ELLIS AVENUE  ,8,3,3,0,0,1,0.00%,3000,6,,,C   ,1946,0,12/04/2001,2,42,772,400,15.61,Entry,
